<http://ceur-ws.org/Vol-1114/>;;Semantic Web Applications and Tools for Life Sciences 2013;;07-Jan-2014;;Proceedings of the 6th International Workshop on Semantic Web Applications and Tools for Life Sciences (SWAT4LS 2013);;Edinburgh, UK, December 10, 2013
<http://ceur-ws.org/Vol-1113/>;;European Workshop on Multi-Agent Systems 2013;;28-Dec-2013;;Proceedings of the 11th European Workshop on Multi-Agent Systems (EUMAS 2013);;Toulouse, France, December 12-13, 2013
<http://ceur-ws.org/Vol-1112/>;;Multi-Paradigm Modeling 2013;;17-Dec-2013;;Proceedings of the 7th Workshop on Multi-Paradigm Modeling (MPM 2013);;Miami, Florida, September 30, 2013
<http://ceur-ws.org/Vol-1111/>;;Ontology Matching 2013;;13-Dec-2013;;Proceedings of the 8th International Workshop on Ontology Matching (OM-2013);;Sydney, Australia, October 21, 2013
<http://ceur-ws.org/Vol-1110/>;;The BCS SGAI Workshop on Social Media Analysis 2013;;12-Dec-2013;;Proceedings of the BCS SGAI Workshop on Social Media Analysis (BCS SGAI SMA 2013);;Cambridge, UK, December 10, 2013
<http://ceur-ws.org/Vol-1109/>;;Information Filtering and Retrieval 2013;;08-Dec-2013;;Proceedings of the 7th International Workshop on Information Filtering and Retrieval (DART@AI*IA 2013);;Turin, Italy, December 6, 2013
<http://ceur-ws.org/Vol-1108/>;;Russian Conference on Digital Libraries 2013;;06-Dec-2013;;Proceedings of the 7th International Workshop on Information Filtering and Retrieval (DART@AI*IA 2013);;Yaroslavl, Russia, October 14-17, 2013
<http://ceur-ws.org/Vol-1107/>;;Popularize Artificial Intelligence 2013;;06-Dec-2013;;Proceedings of the Workshop Popularize Artificial Intelligence (PAI 2013);;Turin, Italy, December 5, 2013
<http://ceur-ws.org/Vol-1106/>;;Semantic Web Enterprise Adoption and Best Practice 2013;;05-Dec-2013;;Proceedings of the Workshop on Semantic Web Enterprise Adoption and Best Practice (WaSABi 2013);;Sydney, Australia, October 22, 2013
<http://ceur-ws.org/Vol-1105/>;;JURIX 2013 Doctoral Consortium and Poster Sessions;;09-Jan-2014;;Proceedings of the First JURIX Doctoral Consortium and Poster Sessions (JURIX-DoCoPe-2013);;Bologna, Italy, December 11-13, 2013
<http://ceur-ws.org/Vol-1104/>;;Model-driven Engineering By Example 2013;;05-Dec-2013;;Proceedings of the First International Workshop on Model-driven Engineering By Example (MDEBE 2013);;Miami, Florida, USA, September 29, 2013
<http://ceur-ws.org/Vol-1103/>;;Awareness and Reflection in Technology-Enhanced Learning 2013;;03-Dec-2013;;Proceedings of the 3rd Workshop on Awareness and Reflection in Technology-Enhanced Learning (ARTEL13);;Paphos, Cyprus, September 17, 2013
<http://ceur-ws.org/Vol-1102/>;;Joint Proceedings of GEMOC '13 and AMINO '13 @ MODELS 2013;;03-Dec-2013;;Joint Proceedings of the First International Workshop On the;;Miami, USA, September 29 - October 04, 2013
<http://ceur-ws.org/Vol-1101/>;;AI Meets Business Processes 2013;;03-Dec-2013;;Proceedings of the Workshop AI Meets Business Processes (AIBP 2013);;Turin, Italy, December 6, 2013
<http://ceur-ws.org/Vol-1100/>;;Artificial Intelligence and Cognition 2013;;06-Dec-2013;;Proceedings of the First International Workshop on Artificial Intelligence and Cognition (AIC 2013);;Torino, Italy, December 3, 2013
<http://ceur-ws.org/Vol-1099/>;;From Objects to Agents 2013;;30-Nov-2013;;Proceedings of the 14th Workshop "From Objects to Agents" (WOA 2013);;Torino, Italy, December 2-3, 2013
<http://ceur-ws.org/Vol-1098/>;;Joint Proceedings of AIH 2013 and CARE 2013;;28-Nov-2013;;Joint Proceedings of the Second Australasian Workshop on Artificial;;Dunedin, New Zealand, December 3, 2013
<http://ceur-ws.org/Vol-1097/>;;Semantic Technologies for Intelligence, Defense, and Security 2013;;28-Nov-2013;;Proceedings of the Eighth Conference on Semantic Technologies for Intelligence, Defense, and Security (STIDS 2013);;Fairfax VA, USA, November 12-15, 2013
<http://ceur-ws.org/Vol-1096/>;;Emotion and Sentiment in Social and Expressive Media 2013;;28-Nov-2013;;Proceedings of the First International Workshop on Emotion and Sentiment;;Turin, Italy, December 3, 2013
<http://ceur-ws.org/Vol-1095/>;;From Start-ups to SaaS Conglomerate: Life Cycles of Software Products 2013;;27-Nov-2013;;Proceedings of the From Start-ups to SaaS Conglomerate: Life Cycles of Software Products Workshop 2013 (IW-LCSP 2013);;Potsdam, Germany, June 11, 2013
<http://ceur-ws.org/Vol-1094/>;;Biomedical Semantic Indexing and Question Answering 2013;;27-Nov-2013;;Proceedings of the first Workshop on Bio-Medical Semantic Indexing and Question Answering (BioASQ 2013);;Valencia, Spain, September 27, 2013
<http://ceur-ws.org/Vol-1093/>;;Doctoral Consortium at EC-TEL 2013;;26-Nov-2013;;Proceedings of the Doctoral Consortium at the European Conference on Technology Enhanced Learning 2013 (EC-TEL 2013);;Paphos, Cyprus, September 17-18, 2013
<http://ceur-ws.org/Vol-1092/>;;Object Constraint Language 2013;;25-Nov-2013;;Proceedings of the MODELS 2013 OCL Workshop (OCL 2013);;Miami, Florida, USA, September 30, 2013
<http://ceur-ws.org/Vol-1091/>;;Semantic Digital Archives 2013;;25-Nov-2013;;Proceedings of the 3rd International Workshop on Semantic Digital Archives (SDA 2013);;Valetta, Malta, September 26, 2013
<http://ceur-ws.org/Vol-1090/>;;Models and Evolution 2013;;25-Nov-2013;;Proceedings of the Workshop on Models and Evolution (ME 2013);;Miami, Florida, USA, October 1, 2013
<http://ceur-ws.org/Vol-1089/>;;Extreme Modeling 2013;;23-Nov-2013;;Proceedings of the Workshop on Extreme Modeling (XM 2013);;Miami, Florida, USA, September 29, 2013
<http://ceur-ws.org/Vol-1088/>;;Ubiquitous Data Mining 2013;;22-Nov-2013;;Proceedings of the 3rd Workshop on Ubiquitous Data Mining (UDM-IJCAI 2013);;Beijing, China, August 3, 2013
<http://ceur-ws.org/Vol-1087/>;;Alberto Mendelzon International Workshop on Foundations of Data Management 2013;;20-Nov-2013;;Proceedings of the 7th Alberto Mendelzon International Workshop on Foundations of Data Management (AMW 2013);;Puebla/Cholula, Mexico, May 21-23, 2013
<http://ceur-ws.org/Vol-1086/>;;Tweet Normalization Workshop 2013;;19-Nov-2013;;Proceedings of the Tweet Normalization Workshop (Tweet-Norm 2013);;Madrid, Spain, September 20th, 2013
<http://ceur-ws.org/Vol-1085/>;;CSDM 2013 Poster Workshop;;18-Nov-2013;;Proceedings of the Poster Workshop at the 2013 Complex Systems Design and Management Conference (CSDM-PW 2013);;Paris, France, December 4th, 2013
<http://ceur-ws.org/Vol-1084/>;;Model Based Architecting and Construction of Embedded Systems 2013;;15-Nov-2013;;Proceedings of the 6th International Workshop on Model Based Architecting and Construction of Embedded Systems (ACESMB 2013);;Miami, Florida, USA, September 29th, 2013
<http://ceur-ws.org/Vol-1083/>;;Symposium on Software Performance: Joint Kieker/Palladio Days 2013;;19-Dec-2013;;Proceedings of the Symposium on Software Performance: Joint Kieker/Palladio Days 2013;;Karlsruhe, Germany, November 27-29, 2013
<http://ceur-ws.org/Vol-1082/>;;Data Mining on Linked Data 2013;;15-Nov-2013;;Proceedings of the International Workshop on Data Mining on Linked Data, with Linked Data Mining Challenge (DMoLD'13);;Prague, Czech Republic, September 23, 2013
<http://ceur-ws.org/Vol-1081/>;;Workshop on Modular Ontologies 2013;;14-Nov-2013;;Proceedings of the 7th International Workshop on Modular Ontologies (WoMO 2013);;Corunna, Spain, September 15, 2013
<http://ceur-ws.org/Vol-1080/>;;OWL: Experiences and Directions Workshop 2013;;13-Nov-2013;;Proceedings of the 10th International Workshop on OWL: Experiences and Directions (OWLED 2013);;Montpellier, France, May 26-27, 2013
<http://ceur-ws.org/Vol-1079/>;;Models @ Run.time 2013;;12-Nov-2013;;Proceedings of the 8th Workshop on Models @ Run.time (MRT 2013);;Miami, USA, September 29, 2013
<http://ceur-ws.org/Vol-1078/>;;Experiences and Empirical Studies in Software Modeling 2013;;09-Nov-2013;;Proceedings of the 3rd International Workshop on Experiences and Empirical Studies in Software Modeling (EESSMod 2013);;Miami, USA, October 1, 2013
<http://ceur-ws.org/Vol-1077/>;;Analysis of Model Transformations 2013;;08-Nov-2013;;Proceedings of the Second Workshop on the Analysis of Model Transformations (AMT 2013);;Miami, FL, USA, September 29, 2013
<http://ceur-ws.org/Vol-1076/>;;Comparing Modeling Approaches 2013;;05-Nov-2013;;Proceedings of the 4th International Comparing Modeling Approaches Workshop 2013 (CMA@MODELS 2013);;Miami, Florida, USA, October 1, 2013
<http://ceur-ws.org/Vol-1075/>;;Information Management for Mobile Applications 2013;;05-Nov-2013;;Proceedings of the 3rd International Workshop on Information Management for Mobile Applications (IMMoA 2013);;Riva del Garda, Italy, August 26, 2013
<http://ceur-ws.org/Vol-1074/>;;Non-functional Properties in Modeling: Analysis, Languages and Processes 2013;;04-Nov-2013;;Proceedings of the 5th International Workshop Non-functional Properties;;Miami, USA, September 29, 2013
<http://ceur-ws.org/Vol-1073/>;;Uncertainty Reasoning for the Semantic Web 2013;;03-Nov-2013;;Proceedings of the 9th International Workshop on Uncertainty Reasoning for the Semantic Web (URSW 2013);;Sydney, Australia, October 21, 2013
<http://ceur-ws.org/Vol-1072/>;;Turkish National Software Engineering Symposium 2013;;07-Nov-2013;;Proceedings of the 7th Turkish National Software Engineering Symposium (UYMS 2013);;İzmir, Turkey, September, 26, 2013
<http://ceur-ws.org/Vol-1071/>;;MODELS 2013 Doctoral Symposium;;01-Nov-2013;;Proceedings of the MODELS 2013 Doctoral Symposium, Miami, USA, October 1, 2013;;Proceedings of the MODELS 2013 Doctoral Symposium, Miami, USA, October 1, 2013
<http://ceur-ws.org/Vol-1070/>;;Knowledge Engineering and Software Engineering 2013;;31-Oct-2013;;Proceedings of 9th Workshop on Knowledge Engineering and Software Engineering (KESE9);;Koblenz, Germany, September 17, 2013
<http://ceur-ws.org/Vol-1069/>;;Model Driven Engineering, Verification and Validation 2013;;29-Oct-2013;;Proceedings of the 10th International Workshop on Model Driven Engineering, Verification and Validation (MoDeVVa 2013);;Miami, Florida, October 1st, 2013
<http://ceur-ws.org/Vol-1068/>;;Italian Conference on Computational Logic 2013;;27-Oct-2013;;Proceedings of the 28th Italian Conference on Computational Logic (CILC 2013);;Catania, Italy, September 25-27, 2013
<http://ceur-ws.org/Vol-1067/>;;Automatische Bewertung von Programmieraufgaben 2013;;26-Oct-2013;;Proceedings of the First Workshop "Automatische Bewertung von Programmieraufgaben" (ABP 2013);;Hannover, Germany, October 28, 2013
<http://ceur-ws.org/Vol-1066/>;;Recommender Systems and the Social Web 2013;;24-Oct-2013;;Proceedings of the Fifth ACM RecSys Workshop on Recommender Systems and the Social Web (RSWeb 2013);;Hong Kong, China, October 13, 2013
<http://ceur-ws.org/Vol-1065/>;;CHItaly 2013 Doctoral Consortium;;21-Oct-2013;;Proceedings of the Doctoral Consortium of the 10th International Conference of the Italian SIGCHI Chapter (CHItaly 2013);;Trento, Italy, September 16, 2013
<http://ceur-ws.org/Vol-1064/>;;NLP & DBpedia 2013;;02-Nov-2013;;Proceedings of the NLP & DBpedia workshop, Sydney, Australia, October 22, 2013;;Proceedings of the NLP & DBpedia workshop, Sydney, Australia, October 22, 2013
<http://ceur-ws.org/Vol-1063/>;;Semantic Sensor Networks 2013;;14-Oct-2013;;Proceedings of the 6th International Workshop on Semantic Sensor Networks (SSN 2013);;Sydney, Australia, October 22nd, 2013
<http://ceur-ws.org/Vol-1062/>;;Concept Lattices and Their Applications 2013;;11-Oct-2013;;Proceedings of the Tenth International Conference on Concept Lattices and Their Applications (CLA 2013);;La Rochelle, France, October 15-18, 2013
<http://ceur-ws.org/Vol-1061/>;;Workshops at the 4th International Conference on Biomedical Ontology 2013;;25-Oct-2013;;Proceedings of the ICBO2013 Workshops: International Workshop on Vaccine;;Montreal, Quebec, Canada, July 6th - 12th 2013
<http://ceur-ws.org/Vol-1060/>;;International Conference on Biomedical Ontology 2013;;24-Nov-2013;;Proceedings of the 4th International Conference on Biomedical Ontology (ICBO 2013);;Montreal, Canada, July 7-12, 2013
<http://ceur-ws.org/Vol-1059/>;;International Workshop on Ordering and Reasoning 2013;;14-Oct-2013;;Proceedings of the 2nd International Workshop on Ordering and Reasoning (Co-located with ISWC 2013);;Sydney, Australia, October 5, 2013
<http://ceur-ws.org/Vol-1058/>;;International Workshop FCA4AI 2013;;10-Oct-2013;;Proceedings of the International Workshop "What can FCA do for Artificial Intelligence?" (FCA4AI at IJCAI 2013);;Beijing, China, August 5, 2013
<http://ceur-ws.org/Vol-1057/>;;Linked Data for Information Extraction 2013;;09-Oct-2013;;Proceedings of the First International Workshop on Linked Data for Information Extraction (LD4IE 2013);;Sydney, Australia, October 21, 2013
<http://ceur-ws.org/Vol-1056/>;;Services and Applications over Linked APIs and Data 2013;;09-Oct-2013;;Proceedings of the First Workshop on Services and Applications over Linked APIs and Data (SALAD 2013);;Montpellier, France, May 26, 2013
<http://ceur-ws.org/Vol-1055/>;;KI 2013 Workshop on Visual and Spatial Cognition;;07-Oct-2013;;Proceedings of the KI 2013 Workshop on Visual and Spatial Cognition (KIK-WS 2013);;Koblenz, Germany, September 17, 2013
<http://ceur-ws.org/Vol-1054/>;;Canadian Semantic Web Symposium 2013;;07-Oct-2013;;Proceedings of the 4th Canadian Semantic Web Symposium (CSWS 2013);;Montreal, QC, Canada, July 10th, 2013
<http://ceur-ws.org/Vol-1053/>;;Software Quality Analysis, Monitoring, Improvement, and Applications 2013;;01-Oct-2013;;Proceedings of the 2nd Workshop on Software Quality Analysis, Monitoring, Improvement, and Applications (SQAMIA 2013);;Novi Sad, Serbia, September 15-17, 2013
<http://ceur-ws.org/Vol-1052/>;;Business Process Intelligence Challenge 2013;;1-Oct-2013;;Proceedings of the 3rd Business Process Intelligence Challenge  (BPIC 2013);;Beijing, China, August 26, 2013
<http://ceur-ws.org/Vol-1051/>;;Workshop sobre Aspectos da Interação Humano-Computador na Web Social 2013;;30-Sep-2013;;Proceedings of the 5th Workshop sobre Aspectos da Interação Humano-Computador na Web Social (WAIHCWS 2013);;Manaus, Brazil, October 8, 2013
<http://ceur-ws.org/Vol-1050/>;;Human Decision Making in Recommender Systems 2013;;27-Sep-2013;;Proceedings of the 3rd Workshop on Human Decision Making in Recommender Systems (Decisions@Recsys 2013);;Hong Kong, China, October 12, 2013
<http://ceur-ws.org/Vol-1049/>;;Workshop Business Intelligence 2013;;27-Sep-2013;;Proceedings of the 3rd Workshop on Human Decision Making in Recommender Systems (Decisions@Recsys 2013);;Freiberg, Germany, July 12, 2013
<http://ceur-ws.org/Vol-1048/>;;Workshop Business Intelligence 2012;;26-Sep-2013;;Proceedings of the 3rd Workshop on Human Decision Making in Recommender Systems (Decisions@Recsys 2013);;Mainz, Germany, September 27-28, 2012
<http://ceur-ws.org/Vol-1047/>;;ECTEL meets ECSCW 2013;;26-Sep-2013;;Proceedings of ECTEL meets ECSCW 2013, the Workshop on Collaborative Technologies for Working and Learning;;Paphos, Cyprus, September, 21, 2013
<http://ceur-ws.org/Vol-1046/>;;Scalable Semantic Web Knowledge Base Systems 2013;;25-Sep-2013;;Proceedings of the 9th International Workshop on Scalable Semantic Web Knowledge Base Systems (SSWS 2013);;Sydney, Australia, October 21, 2013
<http://ceur-ws.org/Vol-1045/>;;Doctoral Consortium at the ISWC 2013;;24-Sep-2013;;Proceedings of the Doctoral Consortium at the 12th International Semantic Web Conference (ISWC 2013);;Sydney, Australia, October 20, 2013
<http://ceur-ws.org/Vol-1044/>;;Natural Language Processing and Automated Reasoning 2013;;24-Sep-2013;;Proceedings of the 1st Workshop on Natural Language Processing and Automated Reasoning (NLPAR 2013);;A Corunna, Spain, September 15th, 2013
<http://ceur-ws.org/Vol-1043/>;;Multimedia Benchmark Workshop 2013;;24-Oct-2013;;Proceedings of the MediaEval 2013 Multimedia Benchmark Workshop;;Barcelona, Spain, October 18-19, 2013
<http://ceur-ws.org/Vol-1042/>;;Workshop sobre Ensino de IHC 2013;;24-Sep-2013;;Proceedings of the MediaEval 2013 Multimedia Benchmark Workshop;;Manaus, Amazonas, Brazil, Outubro 08, 2013
<http://ceur-ws.org/Vol-1041/>;;Ontology Research in Brazil 2013;;22-Sep-2013;;Proceedings of the 6th Seminar on Ontology Research in Brazil (ONTOBRAS 2013);;Belo Horizonte, Brazil, September 23, 2013
<http://ceur-ws.org/Vol-1040/>;;CUBIST Workshop 2013;;17-Sep-2013;;Proceedings of the 3rd CUBIST (Combining and Uniting Business Intelligence with Semantic Technologies) Workshop;;Dresden, Germany, May 22, 2013
<http://ceur-ws.org/Vol-1039/>;;Workshop on Solutions that Enhance Informal Learning Recognition 2013;;17-Sep-2013;;Proceedings of the Workshop on Solutions that Enhance Informal Learning Recognition (WEILER 2013);;Paphos, Cyprus, September 18, 2013
<http://ceur-ws.org/Vol-1038/>;;Unstructured Information Management Architecture 2013;;16-Sep-2013;;Proceedings of the Workshop on Unstructured Information Management Architecture (UIMA@GSCL 2013);;Darmstadt, Germany, September 23, 2013
<http://ceur-ws.org/Vol-1037/>;;Models and their Role in Collaboration 2013;;15-Sep-2013;;Proceedings of the Workshop on Models and their Role in Collaboration (MoRoCo 2013);;Paphos, Cyprus, September 22, 2013
<http://ceur-ws.org/Vol-1036/>;;Local Papers of the Balkan Conference in Informatics 2013;;13-Sep-2013;;Local Proceedings of the Sixth Balkan Conference in Informatics (BCI-LOCAL 2013);;Thessaloniki, Greece, September 19-21, 2013
<http://ceur-ws.org/Vol-1035/>;;ISWC 2013 Posters & Demonstrations Track;;13-Sep-2013;;Proceedings of the ISWC 2013 Posters & Demonstrations Track;;Sydney, Australia, October 23, 2013
<http://ceur-ws.org/Vol-1034/>;;Consuming Linked Data 2013;;12-Sep-2013;;Proceedings of the Fourth International Workshop on Consuming Linked Data (COLD2013);;Sydney, Australia, October 22, 2013
<http://ceur-ws.org/Vol-1033/>;;European Workshop on Human-Computer Interaction and Information Retrieval 2013;;09-Sep-2013;;Proceedings of the 3rd European Workshop on Human-Computer Interaction and Information Retrieval (EuroHCIR 2013);;Dublin, Ireland, August 1, 2013
<http://ceur-ws.org/Vol-1032/>;;Concurrency, Specification and Programming 2013;;07-Sep-2013;;Proceedings of the 22nd International Workshop on Concurrency, Specification and Programming (CS&P 2013);;Warsaw, Poland, September 25-27, 2013
<http://ceur-ws.org/Vol-1031/>;;Colloquium on Databases and Information Systems 2013;;06-Sep-2013;;Proceedings of the Ninth Spring Researchers Colloquium on Databases and Information Systems (SYRCoDIS 2013);;Kazan, Russia, May 31, 2013
<http://ceur-ws.org/Vol-1030/>;;Crowdsourcing the Semantic Web 2013;;06-Sep-2013;;Proceedings of the 1st International Workshop on Crowdsourcing the Semantic Web (CrowdSem 2013);;Sydney, Australia, October 19, 2013
<http://ceur-ws.org/Vol-1029/>;;Central-European Workshop on Services and their Composition 2013;;05-Sep-2013;;Proceedings of the 5th Central-European Workshop on Services and their Composition (ZEUS 2013);;Rostock, Germany, February 21-22, 2013
<http://ceur-ws.org/Vol-1028/>;;Information Logistics, Knowledge Supply and Ontologies in Information Systems 2013;;05-Sep-2013;;Proceedings of the 6th International Workshop on Information Logistics;;Warsaw, Poland, September 23, 2013
<http://ceur-ws.org/Vol-1027/>;;Data-driven Process Discovery and Analysis 2013;;28-Aug-2013;;Proceedings of the 3rd International Symposium on Data-driven Process Discovery and Analysis (SIMPDA 2013);;Riva del Garda, Italy, August 30, 2013
<http://ceur-ws.org/Vol-1026/>;;I-SEMANTICS 2013 Posters & Demos;;28-Aug-2013;;Proceedings of the I-SEMANTICS 2013 Posters & Demonstrations Track;;Graz, Austria, September 4-6, 2013
<http://ceur-ws.org/Vol-1025/>;;Databases and Crowdsourcing 2013;;25-Aug-2013;;Proceedings of the First VLDB Workshop on Databases and Crowdsourcing (DBCrowd 2013);;Riva del Garda, Trento, Italy, August 26, 2013
<http://ceur-ws.org/Vol-1024/>;;UAI 2013 Application Workshops;;25-Aug-2013;;Proceedings of the 2013 UAI Application Workshops: Big Data meet Complex;;Bellvue, Washington, USA, July 15, 2013
<http://ceur-ws.org/Vol-1023/>;;PoEM Short Papers 2013;;24-Oct-2013;;Short Paper Proceedings of the 6th IFIP WG 8.1 Working Conference on the Practice of Enterprise Modeling (PoEM 2013);;Riga, Latvia, November 6-7, 2013
<http://ceur-ws.org/Vol-1022/>;;Automated Forensic Handwriting Analysis 2013;;19-Aug-2013;;Proceedings of the 2nd International Workshop on Automated Forensic;;Washington DC, USA, 22 - 23 August 2013
<http://ceur-ws.org/Vol-1021/>;;BPM Demo Sessions 2013;;18-Aug-2013;;Proceedings of the BPM Demo sessions 2013, co-located with 11th;;Beijing, China, August 26 - 30, 2013
<http://ceur-ws.org/Vol-1020/>;;Grundlagen von Datenbanken 2013;;16-Aug-2013;;Proceedings of the 25th GI-Workshop "Grundlagen von Datenbanken 2013" (GvD 2013);;Ilmenau, Germany, May 28 - 31, 2013
<http://ceur-ws.org/Vol-1019/>;;Concept Extraction Challenge at Making Sense of Microposts 2013;;12-Sep-2013;;Proceedings of the Concept Extraction Challenge at the Workshop on 'Making Sense of Microposts';;Rio de Janeiro, Brazil, May 13, 2013
<http://ceur-ws.org/Vol-1018/>;;Big Dynamic Distributed Data 2013;;06-Aug-2013;;Proceedings of the First International Workshop on Big Dynamic Distributed Data (BD3 2013);;Riva del Garda, Italy, August 30, 2013
<http://ceur-ws.org/Vol-1017/>;;CAiSE 2013 - Industrial Track;;01-Aug-2013;;Proceedings of the Industrial Track of the Conference on Advanced Information Systems Engineering 2013 (CAiSE'13);;València, Spain, June 21, 2013
<http://ceur-ws.org/Vol-1016/>;;Framing the Digital Curation Curriculum;;02-Aug-2013;;Proceedings of the Framing the Digital Curation Curriculum Conference (DigCurV 2013);;Florence, Italy, 6-7 May, 2013
<http://ceur-ws.org/Vol-1015/>;;OWL Reasoner Evaluation Workshop 2013;;15-Aug-2013;;Informal Proceedings of the 2nd International Workshop on OWL Reasoner Evaluation (ORE-2013);;Ulm, Germany, July 22, 2013
<http://ceur-ws.org/Vol-1014/>;;Description Logics 2013;;18-Jul-2013;;Informal Proceedings of the 26th International Workshop on Description Logics (DL 2013);;Ulm, Germany, July 23 - 26, 2013
<http://ceur-ws.org/Vol-1013/>;;Context-Aware Adaptation of Service Front-Ends 2013;;17-Jul-2013;;Proceedings of the Workshop on Context-Aware Adaptation of Service Front-Ends (CASFE 2013);;London, U.K., June 24, 2013
<http://ceur-ws.org/Vol-1012/>;;Speech, Language and Audio in Multimedia 2013;;06-Aug-2013;;Proceedings of the First Workshop on Speech, Language and Audio in Multimedia (SLAM 2013);;Marseille, France, August 22-23, 2013
<http://ceur-ws.org/Vol-1011/>;;Web Applications and Secure Hardware 2013;;13-Jul-2013;;Proceedings of the Workshop on Web Applications and Secure Hardware (WASH'13);;London, United Kingdom, June 20, 2013
<http://ceur-ws.org/Vol-1010/>;;Workshops and Work in Progress at CICM 2013;;10-Jul-2013;;Joint Proceedings of the MathUI, OpenMath, PLMMS and ThEdu Workshops and Work in Progress at CICM;;co-located with Conferences on Intelligent Computer Mathematics (CICM 2013)
<http://ceur-ws.org/Vol-1009/>;;Workshops Proceedings of AIED 2013;;8-Jul-2013;;Proceedings of the Workshops at the 16th International Conference on Artificial Intelligence in Education;;Memphis, USA, July 9-13, 2013
<http://ceur-ws.org/Vol-1008/>;;Document Changes: Modeling, Detection, Storage and Visualization 2013;;31-Aug-2013;;Proceedings of the International workshop on Document Changes: Modeling, Detection, Storage and Visualization (DChanges 2013);;Florence, Italy, September 10, 2013
<http://ceur-ws.org/Vol-1007/>;;The Shape of Things 2013;;2-Jul-2013;;Proceedings of the Second Interdisciplinary Workshop The Shape of Things (SHAPES 2013);;Rio de Janeiro, Brazil, April 3-4, 2013
<http://ceur-ws.org/Vol-1006/>;;New Generation Enterprise and Business Innovation Systems 2013;;25-Jun-2013;;Short Paper Proceedings of the Second Workshop on New Generation Enterprise and Business Innovation Systems (NGEBIS 2013);;Valencia, Spain, June 18, 2013
<http://ceur-ws.org/Vol-1005/>;;Requirements Engineering@Brazil 2013;;25-Jun-2013;;Proceedings of Requirements Engineering@Brazil (ER@BR 2013);;Rio de Janeiro, Brazil, July 16, 2013
<http://ceur-ws.org/Vol-1004/>;;Rule Challenge, Human Language Technology and Doctoral Consortium @ RuleML 2013;;10-Jul-2013;;Joint Proceedings of the 7th International Rule Challenge, the Special;;Seattle, USA, July 11 -13, 2013
<http://ceur-ws.org/Vol-1003/>;;Information Technologies - Applications and Theory 2013;;06-Aug-2013;;Proceedings of the Conference on Information Technologies - Applications and Theory (ITAT 201collocated with Znalosti 2014;;Donovaly, Slovakia, September 11-15, 2013
<http://ceur-ws.org/Vol-1002/>;;Workshop on Networks of Cooperating Objects for Smart Cities 2013;;19-Jun-2013;;Proceedings of 4th International Workshop on Networks of Cooperating Objects for Smart Cities 2013 (CONET/UBICITEC 2013);;Philadelphia, USA, April 8, 2013
<http://ceur-ws.org/Vol-1001/>;;CAiSE 2013 Doctoral Consortium;;14-Jun-2013;;Proceedings of the Doctoral Consortium of the 25th International;;Valencia, Spain, June 21, 2013
<http://ceur-ws.org/Vol-1000/>;;ICT in Education, Research and Industrial Applications: Integration, Harmonization and Knowledge Transfer 2013;;13-Jun-2013;;Proceedings of the 9th International Conference on ICT in Education;;Kherson, Ukraine, June 19-22, 2013
<http://ceur-ws.org/Vol-999/>;;Debugging Ontologies and Ontology Mappings 2013;;12-Jun-2013;;Proceedings of the Second International Workshop on Debugging Ontologies and Ontology Mappings (WoDOOM 2013);;Montpellier, France, May 27, 2013
<http://ceur-ws.org/Vol-998/>;;CAiSE Forum 2013;;11-Jun-2013;;Proceedings of the CAiSE'13 Forum at the 25th International Conference on Advanced Information Systems Engineering;;Valencia, Spain, June 20th, 2013
<http://ceur-ws.org/Vol-997/>;;UMAP 2013 Extended Proceedings;;06-Jun-2013;;Late-Breaking Results, Project Papers and Workshop Proceedings of the;;Rome, Italy, June 10-14, 2013
<http://ceur-ws.org/Vol-996/>;;Linked Data on the Web 2013;;06-Jun-2013;;Proceedings of the WWW2013 Workshop on Linked Data on the Web (LDOW2013);;Rio de Janeiro, Brazil, 14 May, 2013
<http://ceur-ws.org/Vol-995/>;;Requirements Engineering for Sustainable Systems 2013;;26-Jun-2013;;Proceedings of the 2nd International Workshop on Requirements Engineering for Sustainable Systems (RE4SuSy 2013);;Rio, Brasil, July 15, 2013
<http://ceur-ws.org/Vol-994/>;;Semantic Publishing 2013;;04-Jun-2013;;Proceedings of the 3rd Workshop on Semantic Publishing (SePublica 2013);;Montpellier, France, May 26, 2013
<http://ceur-ws.org/Vol-993/>;;International Workshop on Science Gateways 2013;;03-Jun-2013;;Proceedings of the 5th International Workshop on Science Gateways (IWSG 2013);;Zurich, Switzerland, 3-5 June, 2013
<http://ceur-ws.org/Vol-992/>;;Knowledge Discovery and Data Mining Meets Linked Open Data 2013;;31-May-2013;;Proceedings of the Second International Workshop on Knowledge Discovery and Data Mining Meets Linked Open Data (KNOW@LOD 2013);;Montpellier, France, May 26, 2013
<http://ceur-ws.org/Vol-991/>;;Interactive Environments and Emerging Technologies for eLearning 2013;;31-May-2013;;Proceedings of the 4th International workshop on Interactive Environments and Emerging Technologies for eLearning (IEETeL 2013);;Utrecht, The Netherlands, June 4, 2013
<http://ceur-ws.org/Vol-990/>;;Information Technologies - Applications and Theory 2012;;30-May-2013;;Proceedings of the Conference on Theory and Practice of Information Technologies (ITAT 2012);;Belianske Tatry, Slovak Republic, September 17-21, 2012
<http://ceur-ws.org/Vol-989/>;;PNSE'13 and ModBE'13 @ Petri Nets 2013;;06-Aug-2013;;Joint Proceedings of the International Workshop on Petri Nets and;;Milano, Italy, June 24 - 25, 2013
