Vol-1188;;Workshop on Ontology and Semantic Web Patterns 2013;;04-Jul-2014
Vol-1187;;Late Breaking Papers of ILP 2013;;29-Jul-2014
Vol-1186;;Workshop and Work in Progress Papers at CICM 2014;;04-Jul-2014
Vol-1185;;Modellierung 2014 Workshops: EMoV and MinoPro;;02-Jul-2014
Vol-1184;;Linked Data on the Web 2014;;1-Jul-2014
Vol-1183;;EDM 2014 Extended Proceedings;;1-Jul-2014
Vol-1182;;CBI 2014 Workshops: TEE and CoBI;;09-Jul-2014
Vol-1181;;UMAP 2014 Extended Proceedings;;27-Jun-2014
Vol-1180;;CLEF2014 Working Notes;;08-Sep-2014
Vol-1179;;CLEF2013 Working Notes;;07-Sep-2014
Vol-1178;;CLEF2012 Working Notes;;07-Sep-2014
Vol-1177;;CLEF2011 Working Notes;;24-Aug-2014
Vol-1176;;CLEF2010 Working Notes;;24-Aug-2014
Vol-1175;;CLEF2009 Working Notes;;22-Aug-2014
Vol-1174;;CLEF2008 Working Notes;;22-Aug-2014
Vol-1173;;CLEF2007 Working Notes;;22-Aug-2014
Vol-1172;;CLEF2006 Working Notes;;17-Aug-2014
Vol-1171;;CLEF2005 Working Notes;;11-Aug-2014
Vol-1170;;CLEF2004 Working Notes;;11-Aug-2014
Vol-1169;;CLEF2003 Working Notes;;11-Aug-2014
Vol-1168;;CLEF2002 Working Notes;;11-Aug-2014
Vol-1167;;CLEF2001 Working Notes;;11-Aug-2014
Vol-1166;;CLEF2000 Working Notes;;11-Aug-2014
Vol-1165;;Services and Applications over Linked APIs and Data 2014;;25-Jun-2014
Vol-1164;;CAiSE Forum and Doctoral Consortium 2014;;8-Jul-2014
Vol-1163;;Satisfiability Modulo Theories 2014;;29-Jun-2014
Vol-1162;;Debugging Ontologies and Ontology Mappings 2014;;09-Jun-2014
Vol-1161;;Petri Nets for Adaptive Discrete-Event Control Systems 2014;;16-Jul-2014
Vol-1160;;Petri Nets and Software Engineering 2014;;11-Jul-2014
Vol-1159;;Biological Processes & Petri Nets 2014;;25-Jun-2014
Vol-1158;;Formal Methods for Security 2014;;24-Jun-2014
Vol-1157;;iStar 2014;;4-Jun-2014
Vol-1156;;Networks of Cooperating Objects for Smart Cities 2014;;27-May-2014
Vol-1155;;Semantic Publishing 2014;;25-May-2014
Vol-1154;;Bristol Ideas in Mobile Learning 2014;;25-May-2014
Vol-1153;;Behavior Change Support Systems 2014;;22-May-2014
Vol-1152;;Proceedings of HAICTA 2011;;20-May-2014
Vol-1151;;PROFILES 2014;;6-May-2014
Vol-1150;;SNOW 2014 Data Challenge;;28-Apr-2014
Vol-1149;;Abstracts of the Scientific Stream at Big Data 2014;;12-May-2014
Vol-1148;;Crowd Intelligence: Foundations, Methods, and Practices 2014;;25-Apr-2014
Vol-1147;;Technology Enhanced Formative Assessment 2013;;17-Apr-2014
Vol-1146;;International Conference on Algorithms for Big Data 2014;;16-Apr-2014
Vol-1145;;Young Scientists' International Workshop on Trends in Information Processing 2014;;15-Apr-2014
Vol-1144;;Modern Artificial Intelligence and Cognitive Science Conference 2014;;12-Apr-2014
Vol-1143;;Bibliometric-enhanced Information Retrieval 2014;;10-Apr-2014
Vol-1142;;Research at Locate 2014;;06-Apr-2014
Vol-1141;;Making Sense of Microposts 2014;;09-Apr-2014
Vol-1140;;Services and their Composition 2014;;30-Mar-2014
Vol-1139;;Databases, Texts, Specifications, Objects 2014;;16-May-2014
Vol-1138;;REFSQ Workshops, Doctoral Symposium, Empirical Track, and Posters 2014;;31-Mar-2014
Vol-1137;;Workshop Proceedings of LAK 2014;;27-Mar-2014
Vol-1136;;AGILE PhD School 2013;;15-Mar-2014
Vol-1135;;Quality of Information and Communications Technology 2004;;12-Mar-2014
Vol-1134;;MODELS Educators' Symposium 2013;;10-Mar-2014
Vol-1133;;EDBT/ICDT 2014 Workshops;;06-Mar-2014
Vol-1132;;Diagrams, Logic and Cognition 2013;;02-Mar-2014
Vol-1131;;Mind The Gap 2014;;28-Feb-2014
Vol-1130;;Design and Implementation of Formal Tools and Systems 2013;;24-Feb-2013
Vol-1129;;Software Engineering Workshops 2014;;21-Feb-2014
Vol-1128;;International Configuration Workshop 2013;;14-Feb-2013
Vol-1127;;Italian Information Retrieval Workshop 2014;;14-Feb-2014
Vol-1126;;Doctoral Workshop in Artificial Intelligence 2013;;15-Feb-2014
Vol-1125;;Artificial Intelligence meets Human Computer Interaction 2013;;13-Feb-2014
Vol-1124;;LinkedUp Veni Competition 2013;;11-Feb-2014
Vol-1123;;Detection, Representation and Exploitation of Events in the Semantic Web 2013;;11-Feb-2014
Vol-1122;;The Challenge of Ageing Society: Technological Roles and Opportunities for Artificial Intelligence 2013;;06-Feb-2014
Vol-1121;;Society, Privacy and the Semantic Web 2013;;29-Jan-2014
Vol-1120;;ECML PKDD Discovery Challenge 2013;;27-Jan-2014
Vol-1119;;Computers As Social Actors 2013;;22-Jan-2014
Vol-1118;;Model-Driven Engineering for High Performance and CLoud computing 2013;;21-Jan-2014
Vol-1117;;Practical Experiences with CIDOC CRM and its Extensions 2013;;23-Jan-2014
Vol-1116;;Linked Science 2013;;16-Jan-2014
Vol-1115;;MODELS'13: Invited Talks, Demos, Posters, and ACM SRC;;11-Jan-2014
Vol-1114;;Semantic Web Applications and Tools for Life Sciences 2013;;07-Jan-2014
Vol-1113;;European Workshop on Multi-Agent Systems 2013;;28-Dec-2013
Vol-1112;;Multi-Paradigm Modeling 2013;;17-Dec-2013
Vol-1111;;Ontology Matching 2013;;13-Dec-2013
Vol-1110;;The BCS SGAI Workshop on Social Media Analysis 2013;;12-Dec-2013
Vol-1109;;Information Filtering and Retrieval 2013;;08-Dec-2013
Vol-1108;;Russian Conference on Digital Libraries 2013;;06-Dec-2013
Vol-1107;;Popularize Artificial Intelligence 2013;;06-Dec-2013
Vol-1106;;Semantic Web Enterprise Adoption and Best Practice 2013;;05-Dec-2013
Vol-1105;;JURIX 2013 Doctoral Consortium and Poster Sessions;;09-Jan-2014
Vol-1104;;Model-driven Engineering By Example 2013;;05-Dec-2013
Vol-1103;;Awareness and Reflection in Technology-Enhanced Learning 2013;;03-Dec-2013
Vol-1102;;Joint Proceedings of GEMOC '13 and AMINO '13 @ MODELS 2013;;03-Dec-2013
Vol-1101;;AI Meets Business Processes 2013;;03-Dec-2013
Vol-1100;;Artificial Intelligence and Cognition 2013;;06-Dec-2013
Vol-1099;;From Objects to Agents 2013;;30-Nov-2013
Vol-1098;;Joint Proceedings of AIH 2013 and CARE 2013;;28-Nov-2013
Vol-1097;;Semantic Technologies for Intelligence, Defense, and Security 2013;;28-Nov-2013
Vol-1096;;Emotion and Sentiment in Social and Expressive Media 2013;;28-Nov-2013
Vol-1095;;From Start-ups to SaaS Conglomerate: Life Cycles of Software Products 2013;;27-Nov-2013
Vol-1094;;Biomedical Semantic Indexing and Question Answering 2013;;27-Nov-2013
Vol-1093;;Doctoral Consortium at EC-TEL 2013;;26-Nov-2013
Vol-1092;;Object Constraint Language 2013;;25-Nov-2013
Vol-1091;;Semantic Digital Archives 2013;;25-Nov-2013
Vol-1090;;Models and Evolution 2013;;25-Nov-2013
Vol-1089;;Extreme Modeling 2013;;23-Nov-2013
Vol-1088;;Ubiquitous Data Mining 2013;;22-Nov-2013
Vol-1087;;Alberto Mendelzon International Workshop on Foundations of Data Management 2013;;20-Nov-2013
Vol-1086;;Tweet Normalization Workshop 2013;;19-Nov-2013
Vol-1085;;CSDM 2013 Poster Workshop;;18-Nov-2013
Vol-1084;;Model Based Architecting and Construction of Embedded Systems 2013;;15-Nov-2013
Vol-1083;;Symposium on Software Performance: Joint Kieker/Palladio Days 2013;;19-Dec-2013
Vol-1082;;Data Mining on Linked Data 2013;;15-Nov-2013
Vol-1081;;Workshop on Modular Ontologies 2013;;14-Nov-2013
Vol-1080;;OWL: Experiences and Directions Workshop 2013;;13-Nov-2013
Vol-1079;;Models @ Run.time 2013;;12-Nov-2013
Vol-1078;;Experiences and Empirical Studies in Software Modeling 2013;;09-Nov-2013
Vol-1077;;Analysis of Model Transformations 2013;;08-Nov-2013
Vol-1076;;Comparing Modeling Approaches 2013;;05-Nov-2013
Vol-1075;;Information Management for Mobile Applications 2013;;05-Nov-2013
Vol-1074;;Non-functional Properties in Modeling: Analysis, Languages and Processes 2013;;04-Nov-2013
Vol-1073;;Uncertainty Reasoning for the Semantic Web 2013;;03-Nov-2013
Vol-1072;;Turkish National Software Engineering Symposium 2013;;07-Nov-2013
Vol-1071;;MODELS 2013 Doctoral Symposium;;01-Nov-2013
Vol-1070;;Knowledge Engineering and Software Engineering 2013;;31-Oct-2013
Vol-1069;;Model Driven Engineering, Verification and Validation 2013;;29-Oct-2013
Vol-1068;;Italian Conference on Computational Logic 2013;;27-Oct-2013
Vol-1067;;Automatische Bewertung von Programmieraufgaben 2013;;26-Oct-2013
Vol-1066;;Recommender Systems and the Social Web 2013;;24-Oct-2013
Vol-1065;;CHItaly 2013 Doctoral Consortium;;21-Oct-2013
Vol-1064;;NLP & DBpedia 2013;;02-Nov-2013
Vol-1063;;Semantic Sensor Networks 2013;;14-Oct-2013
Vol-1062;;Concept Lattices and Their Applications 2013;;11-Oct-2013
Vol-1061;;Workshops at the 4th International Conference on Biomedical Ontology 2013;;25-Oct-2013
Vol-1060;;International Conference on Biomedical Ontology 2013;;24-Nov-2013
Vol-1059;;International Workshop on Ordering and Reasoning 2013;;14-Oct-2013
Vol-1058;;International Workshop FCA4AI 2013;;10-Oct-2013
Vol-1057;;Linked Data for Information Extraction 2013;;09-Oct-2013
Vol-1056;;Services and Applications over Linked APIs and Data 2013;;09-Oct-2013
Vol-1055;;KI 2013 Workshop on Visual and Spatial Cognition;;07-Oct-2013
Vol-1054;;Canadian Semantic Web Symposium 2013;;07-Oct-2013
Vol-1053;;Software Quality Analysis, Monitoring, Improvement, and Applications 2013;;01-Oct-2013
Vol-1052;;Business Process Intelligence Challenge 2013;;1-Oct-2013
Vol-1051;;Workshop sobre Aspectos da Interação Humano-Computador na Web Social 2013;;30-Sep-2013
Vol-1050;;Human Decision Making in Recommender Systems 2013;;27-Sep-2013
Vol-1049;;Workshop Business Intelligence 2013;;27-Sep-2013
Vol-1048;;Workshop Business Intelligence 2012;;26-Sep-2013
Vol-1047;;ECTEL meets ECSCW 2013;;26-Sep-2013
Vol-1046;;Scalable Semantic Web Knowledge Base Systems 2013;;25-Sep-2013
Vol-1045;;Doctoral Consortium at the ISWC 2013;;24-Sep-2013
Vol-1044;;Natural Language Processing and Automated Reasoning 2013;;24-Sep-2013
Vol-1043;;Multimedia Benchmark Workshop 2013;;24-Oct-2013
Vol-1042;;Workshop sobre Ensino de IHC 2013;;24-Sep-2013
Vol-1041;;Ontology Research in Brazil 2013;;22-Sep-2013
Vol-1040;;CUBIST Workshop 2013;;17-Sep-2013
Vol-1039;;Workshop on Solutions that Enhance Informal Learning Recognition 2013;;17-Sep-2013
Vol-1038;;Unstructured Information Management Architecture 2013;;16-Sep-2013
Vol-1037;;Models and their Role in Collaboration 2013;;15-Sep-2013
Vol-1036;;Local Papers of the Balkan Conference in Informatics 2013;;13-Sep-2013
Vol-1035;;ISWC 2013 Posters & Demonstrations Track;;13-Sep-2013
Vol-1034;;Consuming Linked Data 2013;;12-Sep-2013
Vol-1033;;European Workshop on Human-Computer Interaction and Information Retrieval 2013;;09-Sep-2013
Vol-1032;;Concurrency, Specification and Programming 2013;;07-Sep-2013
Vol-1031;;Colloquium on Databases and Information Systems 2013;;06-Sep-2013
Vol-1030;;Crowdsourcing the Semantic Web 2013;;06-Sep-2013
Vol-1029;;Central-European Workshop on Services and their Composition 2013;;05-Sep-2013
Vol-1028;;Information Logistics, Knowledge Supply and Ontologies in Information Systems 2013;;05-Sep-2013
Vol-1027;;Data-driven Process Discovery and Analysis 2013;;28-Aug-2013
Vol-1026;;I-SEMANTICS 2013 Posters & Demos;;28-Aug-2013
Vol-1025;;Databases and Crowdsourcing 2013;;25-Aug-2013
Vol-1024;;UAI 2013 Application Workshops;;25-Aug-2013
Vol-1023;;PoEM Short Papers 2013;;24-Oct-2013
Vol-1022;;Automated Forensic Handwriting Analysis 2013;;19-Aug-2013
Vol-1021;;BPM Demo Sessions 2013;;18-Aug-2013
Vol-1020;;Grundlagen von Datenbanken 2013;;16-Aug-2013
Vol-1019;;Concept Extraction Challenge at Making Sense of Microposts 2013;;12-Sep-2013
Vol-1018;;Big Dynamic Distributed Data 2013;;06-Aug-2013
Vol-1017;;CAiSE 2013 - Industrial Track;;01-Aug-2013
Vol-1016;;Framing the Digital Curation Curriculum;;02-Aug-2013
Vol-1015;;OWL Reasoner Evaluation Workshop 2013;;15-Aug-2013
Vol-1014;;Description Logics 2013;;18-Jul-2013
Vol-1013;;Context-Aware Adaptation of Service Front-Ends 2013;;17-Jul-2013
Vol-1012;;Speech, Language and Audio in Multimedia 2013;;06-Aug-2013
Vol-1011;;Web Applications and Secure Hardware 2013;;13-Jul-2013
Vol-1010;;Workshops and Work in Progress at CICM 2013;;10-Jul-2013
Vol-1009;;Workshops Proceedings of AIED 2013;;8-Jul-2013
Vol-1008;;Document Changes: Modeling, Detection, Storage and Visualization 2013;;31-Aug-2013
Vol-1007;;The Shape of Things 2013;;2-Jul-2013
Vol-1006;;New Generation Enterprise and Business Innovation Systems 2013;;25-Jun-2013
Vol-1005;;Requirements Engineering@Brazil 2013;;25-Jun-2013
Vol-1004;;Rule Challenge, Human Language Technology and Doctoral Consortium @ RuleML 2013;;10-Jul-2013
Vol-1003;;Information Technologies - Applications and Theory 2013;;06-Aug-2013
Vol-1002;;Workshop on Networks of Cooperating Objects for Smart Cities 2013;;19-Jun-2013
Vol-1001;;CAiSE 2013 Doctoral Consortium;;14-Jun-2013
Vol-1000;;ICT in Education, Research and Industrial Applications: Integration, Harmonization and Knowledge Transfer 2013;;13-Jun-2013
Vol-999;;Debugging Ontologies and Ontology Mappings 2013;;12-Jun-2013
Vol-998;;CAiSE Forum 2013;;11-Jun-2013
Vol-997;;UMAP 2013 Extended Proceedings;;06-Jun-2013
Vol-996;;Linked Data on the Web 2013;;06-Jun-2013
Vol-995;;Requirements Engineering for Sustainable Systems 2013;;26-Jun-2013
Vol-994;;Semantic Publishing 2013;;04-Jun-2013
Vol-993;;International Workshop on Science Gateways 2013;;03-Jun-2013
Vol-992;;Knowledge Discovery and Data Mining Meets Linked Open Data 2013;;31-May-2013
Vol-991;;Interactive Environments and Emerging Technologies for eLearning 2013;;31-May-2013
Vol-990;;Information Technologies - Applications and Theory 2012;;30-May-2013
Vol-989;;PNSE'13 and ModBE'13 @ Petri Nets 2013;;06-Aug-2013
Vol-988;;Biological Processes & Petri Nets 2013;;23-Jun-2013
Vol-987;;International Workshop on Software Ecosystems 2013;;18-Jun-2013
Vol-986;;Dutch-Belgian Workshop on Information Retrieval 2013;;24-May-2013
Vol-985;;International Workshop on Teaching Analytics 2013;;23-May-2013
Vol-984;;Practical Aspects of Health Informatics 2013;;21-May-2013
Vol-983;;The Workshop on Analytics on Video-based Learning 2013;;31-May-2013
Vol-982;;YAWL Symposium 2013;;04-Jun-2013
Vol-981;;ESWC 2013 Conference Workshops: BeRSys2013, AImWD2013 and USEWOD2013;;07-May-2013
Vol-980;;Workshop sobre Aspectos da Interação Humano-Computador para a Web Social 2012;;03-May-2013
Vol-979;;Semantics for Biodiversity 2013;;01-May-2013
Vol-978;;iStar 2013;;1-Jun-2013
Vol-977;;Formal Concept Analysis Meets Information Retrieval 2013;;18-Apr-2013
Vol-976;;Replication of HCI Research 2013;;11-Apr-2013
Vol-975;;Late Breaking Papers of ILP 2012;;11-Apr-2013
Vol-974;;LAK Data Challenge 2013;;04-Apr-2013
Vol-973;;Doctoral Consortium and BCSS Workshop at PERSUASIVE-2013;;27-Mar-2013
Vol-972;;Concept Lattices and Their Applications 2012;;19-Mar-2013
Vol-971;;Databases, Texts, Specifications, Objects 2013;;11-May-2013
Vol-970;;Context-Aware Adaptation of Service Front-Ends 2012;;18-Mar-2013
Vol-969;;Advances in Ontologies Workshop 2012;;14-Mar-2013
Vol-968;;Integrating IR technologies for Professional Search 2013;;11-Mar-2013
Vol-967;;Workshop sobre Ensino de IHC 2012;;1-Mar-2013
Vol-966;;Semantic Technologies for Intelligence, Defense, and Security 2012;;23-Feb-2013
Vol-965;;Doctoral Symposium of ESSoS 2013;;22-Feb-2013
Vol-964;;Italian Information Retrieval Workshop 2013;;21-Feb-2013
Vol-963;;Emerging Topics in Business Informatics Research 2012;;20-Feb-2013
Vol-962;;Bayesian Modeling Applications Workshop 2012;;12-Feb-2013
Vol-961;;First Nordic Conference on Advanced Systems Engineering 1989;;17-Feb-2013
Vol-960;;Ubiquitous Data Mining 2012;;7-Feb-2013
Vol-959;;Concept Lattices and Their Applications 2011;;21-Jan-2013
Vol-958;;Workshop on Configuration at ECAI 2012;;15-Jan-2013
Vol-957;;Motivational and Affective Aspects in Technology Enhanced Learning 2011 and 2012;;14-Jan-2013
Vol-956;;Software Engineering im Unterricht der Hochschulen 2013;;20-Feb-2013
Vol-955;;Mobile and Contextual Learning 2012;;09-Jan-2013
Vol-954;;ESSLLI 2012 Student Session;;07-Jan-2013
Vol-953;;Ambient Intelligence for Crisis Management 2012;;10-Jan-2013
Vol-952;;Semantic Web Applications and Tools for Life Sciences 2012;;04-Jan-2013
Vol-951;;Linked Science 2012;;2-Jan-2013
Vol-950;;International Workshop on Planning to Learn 2012;;22-Dec-2012
Vol-949;;Knowledge Engineering and Software Engineering 2012;;31-Dec-2012
Vol-948;;The New Technologies for Aquileia 2012;;14-Dec-2012
Vol-947;;Model-based Interactive Ubiquitous Systems 2012;;21-Dec-2012
Vol-946;;Ontology Matching 2012;;11-Dec-2012
Vol-945;;Workshop on Cloud Education Environments 2012;;05-Dec-2012
Vol-944;;New Trends of Computational Intelligence in Health Applications 2012;;30-Nov-2012
Vol-943;;Scalable and High-Performance Semantic Web Systems 2012;;29-Nov-2012
Vol-942;;Computer Science and Information and Communication Technologies 2012;;28-Nov-2012
Vol-941;;Australian Workshop on Artificial Intelligence in Health 2012;;27-Nov-2012
Vol-940;;BPM 2012 Demonstration Track;;19-Nov-2012
Vol-939;;Workshop "What can FCA do for Artificial Intelligence?" 2012;;14-Nov-2012
Vol-938;;Ontology Research in Brazil & Metamodels, Ontologies and Semantic Technologies 2012;;12-Nov-2012
Vol-937;;Linked Data on the Web 2012;;09-Nov-2012
Vol-936;;Multilingual Semantic Web 2012;;06-Nov-2012
Vol-935;;Doctoral Symposium of the 5th International Conference on Software Language Engineering 2012;;02-Nov-2012
Vol-934;;Russian Conference on Digital Libraries 2012;;01-Nov-2012
Vol-933;;PoEM Short Papers 2012;;31-Oct-2012
Vol-932;;I-SEMANTICS 2012 Posters & Demos;;31-Oct-2012
Vol-931;;Awareness and Reflection in Technology-Enhanced Learning 2012;;29-Nov-2012
Vol-930;;Semantic Technologies Applied to Biomedical Informatics and Individualized Medicine 2012;;30-Oct-2012
Vol-929;;Ontology Patterns 2012;;30-Oct-2012
Vol-928;;Concurrency, Specification and Programming 2012;;26-Oct-2012
Vol-927;;Multimedia Benchmark Workshop 2012;;25-Oct-2012
Vol-926;;Doctoral Consortium of the 12th AI*IA Symposium on Artificial Intelligence 2012;;24-Oct-2012
Vol-925;;Semantic Web and Information Extraction 2012;;23-Oct-2012
Vol-924;;Local Proceedings and Doctoral Consortium of Baltic DB&IS 2012;;18-Oct-2012
Vol-923;;Information Technology for Energy Applications 2012;;19-Oct-2012
Vol-922;;Interplay between User Experience and Software Development 2012;;22-Nov-2012
Vol-921;;The OpenMath and MathUI Workshops and Work in Progress at CICM 2012;;17-Oct-2012
Vol-920;;Local Papers of the Balkan Conference in Informatics 2012;;15-Oct-2012
Vol-919;;Semantic Technologies meet Recommender Systems & Big Data 2012;;08-Oct-2012
Vol-918;;Agreement Technologies 2012;;08-Oct-2012
Vol-917;;Sentiment Discovery from Affective Data 2012;;4-Oct-2012
Vol-916;;Annotation, Interpretation and Management of Mutations 2012;;4-Oct-2012
Vol-915;;Interop-Vlab.It Workshop 2012;;4-Oct-2012
Vol-914;;ISWC-2012 Posters & Demonstrations Track;;3-Oct-2012
Vol-913;;Interacting with Linked Data 2012;;02-Oct-2012
Vol-912;;Semantic Digital Archives 2012;;02-Oct-2012
Vol-911;;Logic / Languages, Algorithms and New Methods of Reasoning 2012;;27-Sep-2012
Vol-910;;Recommendation Utility Evaluation: Beyond RMSE 2012;;02-Oct-2012
Vol-909;;European Workshop on Human-Computer Interaction and Information Retrieval 2012;;02-Oct-2012
Vol-908;;Information Management for Mobile Applications 2012;;26-Sep-2012
Vol-907;;AI Problems and Approaches for Intelligent Environments 2012;;21-Sep-2012
Vol-906;;Web of Linked Entities 2012;;21-Sep-2012
Vol-905;;Consuming Linked Data 2012;;21-Sep-2012
Vol-904;;Semantic Sensor Networks 2012;;01-Nov-2012
Vol-903;;Semantic Publishing 2012;;20-Sep-2012
Vol-902;;Detection, Representation, and Exploitation of Events in the Semantic Web 2012;;19-Sep-2012
Vol-901;;Terra Cognita 2012;;18-Sep-2012
Vol-900;;Uncertainty Reasoning for the Semantic Web 2012;;14-Sep-2012
Vol-899;;Spring Researchers Colloquium on Databases and Information Systems 2012;;14-Sep-2012
Vol-898;;Pedagogically-driven Serious Games 2012;;13-Sep-2012
Vol-897;;International Conference on Biomedical Ontology 2012;;13-Sep-2012
Vol-896;;Recommender Systems in Technology Enhanced Learning 2012;;12-Sep-2012
Vol-895;;Knowledge Extraction & Consolidation from Social Media 2012;;12-Sep-2012
Vol-894;;Towards Theory and Practice of Teaching Analytics 2012;;13-Sep-2012
Vol-893;;Human Decision Making in Recommender Systems 2012;;12-Sep-2012
Vol-892;;Workshop on Objects and Agents 2012;;12-Sep-2012
Vol-891;;The RecSys 2012 Workshops: LIFESTYLE 2012 and InterfaceRS 2012;;11-Sep-2012
Vol-890;;Knowledge Evolution and Ontology Dynamics 2012;;10-Sep-2012
Vol-889;;Context-Aware Recommender Systems 2012;;4-Sep-2012
Vol-888;;Spatial Knowledge Acquisition with Limited Information Displays 2012;;4-Sep-2012
Vol-887;;Technology-Enhanced Diagrams Research 2012;;3-Sep-2012
Vol-886;;Ontology and Semantic Web for Manufacturing 2012;;20-Aug-2012
Vol-885;;Rights and Duties of Autonomous Agents 2012;;20-Aug-2012
Vol-884;;Very Large Data Search 2012;;16-Aug-2012
Vol-883;;Logic & Cognition Workshop 2012;;15-Aug-2012
Vol-882;;Exploiting Large Knowledge Repositories 2012;;17-Aug-2012
Vol-881;;Place-related Knowledge Acquisition Research 2012;;09-Aug-2012
Vol-880;;Very Large Data Search 2011;;09-Aug-2012
Vol-879;;Workshop on Software Ecosystems 2012;;08-Aug-2012
Vol-878;;Proof Exchange for Theorem Proving 2012;;30-Jul-2012
Vol-877;;European Data Forum 2012;;08-Aug-2012
Vol-876;;Formal Concept Analysis 2012;;23-Aug-2012
Vol-875;;Workshop on Modular Ontologies 2012;;30-Jul-2012
Vol-874;;RuleML2012@ECAI Challenge and Doctoral Consortium;;24-Aug-2012
Vol-873;;Comparative Empirical Evaluation of Reasoning Systems 2012;;31-Jul-2012
Vol-872;;Workshop and Poster Proceedings of UMAP 2012;;11-Jul-2012
Vol-871;;Concept Discovery in Unstructured Data 2012;;17-Jul-2012
Vol-870;;Experimental Economics and Machine Learning 2012;;09-Jul-2012
Vol-869;;Declarative 3D for the Web Architecture 2012;;08-Jul-2012
Vol-868;;Knowledge Discovery and Data Mining Meets Linked Open Data 2012;;05-Jul-2012
Vol-867;;Web and Information Technologies 2012;;05-Jul-2012
Vol-866;;Alberto Mendelzon International Workshop on Foundations of Data Management 2012;;26-Jun-2012
Vol-865;;Laser-induced Incandescence 2012;;26-Jun-2012
Vol-864;;New Generation Enterprise and Business Innovation Systems 2012;;23-Jun-2012
Vol-863;;CAiSE Doctoral Consortium 2012;;23-Jun-2012
Vol-862;;Joint Proceedings of FEOSW 2012, RED 2012 and SBPM 2012;;21-Jun-2012
Vol-861;;Knowledge-intensive Business Processes 2012;;14-Jun-2012
Vol-860;;Popularize Artificial Intelligence 2012;;11-Jun-2012
Vol-859;;Web and Philosophy: Why and What For? 2012;;04-Jun-2012
Vol-858;;OWL Reasoner Evaluation Workshop 2012;;25-Jun-2012
Vol-857;;Italian Convention on Computational Logic 2012;;31-May-2012
Vol-856;;Semantic Web in Provenance Management 2012;;30-May-2012
Vol-855;;CAiSE Forum 2012;;10-Jun-2012
Vol-854;;Euler Diagrams 2012;;18-Jun-2012
Vol-853;;Joint Proceedings of LAM 2012, WooPS 2012, and CompoNet 2012;;11-Jun-2012
Vol-852;;Biological Processes & Petri Nets 2012;;18-Jun-2012
Vol-851;;Petri Nets and Software Engineering 2012;;26-Jun-2012
Vol-850;;Grundlagen von Datenbanken 2012;;25-May-2012
Vol-849;;OWL: Experiences and Directions Workshop 2012;;25-May-2012
Vol-848;;ICT in Education, Research and Industrial Applications: Integration, Harmonization and Knowledge Transfer 2012;;22-May-2012
Vol-847;;Central-European Workshop on Services and their Composition 2012;;22-May-2012
Vol-846;;Description Logics 2012;;17-May-2012
Vol-845;;Signal and Document Processing 2012;;16-May-2012
Vol-844;;Downscaling the Semantic Web 2012;;27-Apr-2012
Vol-843;;Evaluation of Semantic Technologies 2012;;26-Apr-2012
Vol-842;;CrowdSearch 2012: Crowdsourcing Web Search;;18-Apr-2012
Vol-841;;Midwest Artificial Intelligence and Cognitive Science Conference 2012;;14-Apr-2012
Vol-840;;Linked Learning 2012;;4-Apr-2012
Vol-839;;Semantic Sensor Networks 2011;;30-Mar-2012
Vol-838;;Making Sense of Microposts 2012;;2-Apr-2012
Vol-837;;Databases, Texts, Specifications, Objects 2012;;14-May-2012
Vol-836;;Searching 4 Fun! 2012;;19-Mar-2012
Vol-835;;Italian Information Retrieval Workshop 2012;;12-Mar-2012
Vol-834;;Doctoral Symposium of ESSoS  2012;;06-Mar-2012
Vol-833;;International Conference on Biomedical Ontology 2011;;26-Feb-2012
Vol-832;;Design and Implementation of Formal Tools and Systems 2011;;23-Feb-2012
Vol-831;;Workshop Business Intelligence 2011;;22-Feb-2012
Vol-830;;Social Data on the Web 2011;;31-Jan-2012
Vol-829;;UK Workshop on Case-Based Reasoning 2011;;20-Jan-2012
Vol-828;;Supportive User Interfaces 2011;;20-Jan-2012
Vol-827;;Recent Advances in Petri Nets and Concurrency 2010;;26-Jan-2012
Vol-826;;Grid Workflow Workshop 2011;;18-Jan-2012
Vol-825;;Conference on Computer Science and its Applications 2011;;12-Jan-2012
Vol-824;;Iberian Cross-Language Natural Language Processing Tasks 2011;;10-Jan-2012
Vol-823;;Dynamic and Adaptive Hypertext: Generic Frameworks, Approaches and Techniques 2011;;03-Jan-2012
Vol-822;;Knowledge Federation 2010;;31-Dec-2011
Vol-821;;Industrial Automation Tool Integration for Engineering Project Automation 2011;;30-Dec-2011
Vol-820;;BPM 2011 Demo Track;;20-Jan-2012
Vol-819;;Science Gateways for Life Sciences 2011;;19-Dec-2011
Vol-818;;Bayesian Modeling Applications Workshop 2011;;14-Dec-2011
Vol-817;;Data-Centric Interactions on the Web 2011;;07-Dec-2011
Vol-816;;Novelty and Diversity in Recommender Systems 2011;;02-Dec-2011
Vol-815;;Interop-Vlab.It Workshop 2011;;01-Dec-2011
Vol-814;;Ontology Matching 2011;;29-Nov-2011
Vol-813;;Linked Data on the Web 2011;;23-Nov-2011
Vol-812;;The Shape of Things - SHAPES 1.0;;20-Nov-2011
Vol-811;;The RecSys 2011 Workshops - Decisions@RecSys 2011 and UCERSTI-2;;30-Nov-2011
Vol-810;;Italian Conference on Computational Logic 2011;;16-Nov-2011
Vol-809;;Ontologies Come of Age in the Semantic Web 2011;;16-Nov-2011
